Date,A2A,AMP,AZM,BMED,BMPS,BAMI,BPE,BC,BZU,CPR,DIA,ENEL,ENI,RACE,FBK,G,HER,IP,ISP,INW,IG,IVG,LDO,MB,MONC,NEXI,PIRC,PST,PRY,REC,SPM,SRG,STLAM,STMMI,TIT,TEN,TRN,UCG,UNI
2019-01-23,1.57,14.93,9.65,5.3,25.55,1.81,2.04,30.2,16.05,7.94,79.65,5.13,14.32,96.84,9.78,15.38,2.86,28.42,2.04,6.51,4.42,NaN,7.98,7.88,30.02,NaN,5.99,7.6,18.32,30.7,9.79,4.06,13.6,12.5,0.45,10.5,5.33,10.58,3.97
2019-01-24,1.56,14.81,10.38,5.35,25.6,1.78,2.04,30.8,15.8,7.89,80.15,5.18,14.42,99.04,9.8,15.35,2.88,28.32,2.03,6.46,4.45,NaN,8.18,7.89,30.6,NaN,6.09,7.62,18.4,30.17,9.71,4.08,13.81,13.77,0.45,10.67,5.32,10.66,4.04
2019-01-25,1.55,14.96,10.81,5.36,25.88,1.83,2.13,30.55,16.52,7.86,80.4,5.19,14.57,97.98,9.85,15.46,2.85,28.34,2.06,6.58,4.45,NaN,8.25,7.98,30.65,NaN,6.04,7.69,18.73,29.94,9.96,4.09,13.91,14.38,0.46,11.04,5.32,11,4.12
2019-01-28,1.56,14.72,10.93,5.32,26.15,1.8,2.11,30.55,16.77,7.89,79.75,5.16,14.43,95.7,9.63,15.44,2.86,28.46,2.05,6.55,4.38,NaN,8.3,7.88,30.57,NaN,5.95,7.68,18.68,29.97,10,4.1,13.76,14.06,0.46,10.74,5.34,10.72,4.12
2019-01-29,1.58,14.72,11.25,5.37,26.36,1.78,2.11,30.15,16.65,8.08,81.75,5.24,14.52,96.1,9.74,15.45,2.92,28.34,2.05,6.67,4.47,NaN,8.32,7.82,30.96,NaN,5.81,7.66,18.95,30.06,10.09,4.19,13.76,13.84,0.46,10.83,5.4,10.59,4.12
2019-01-30,1.58,14.71,11.08,5.37,26.19,1.78,2.13,31.25,16.72,7.98,81.3,5.23,14.64,97.82,9.72,15.46,2.92,28.16,2.06,6.8,4.48,NaN,8.35,7.83,32.8,NaN,5.89,7.67,18.63,30.43,10.18,4.2,13.95,13.9,0.46,10.88,5.39,10.51,4.09
2019-01-31,1.59,14.62,10.91,5.33,25.73,1.69,2,31.55,16.67,7.92,79.95,5.27,14.81,108.6,9.49,15.3,2.95,28.12,1.99,6.95,4.47,NaN,8.46,7.6,32.9,NaN,5.7,7.51,18.73,31.64,10.42,4.17,14.16,13.88,0.49,10.97,5.37,10.09,4
2019-02-01,1.55,14.66,10.96,5.26,25.18,1.63,2.01,31.75,16.55,7.91,82.1,5.17,14.77,110.6,9.36,15.18,2.96,27.98,1.96,6.89,4.4,NaN,8.55,7.38,33.55,NaN,5.7,7.35,18.97,31.38,10.28,4.08,14.31,13.91,0.48,10.95,5.24,9.81,4
2019-02-04,1.55,14.73,11.01,5.31,24.95,1.64,2.01,31.55,16.84,7.92,82.2,5.18,14.79,110.35,9.68,15.25,2.95,27.96,1.96,6.9,4.43,NaN,8.65,7.33,33.55,NaN,5.78,7.52,18.79,32.11,10.34,4.11,14.07,13.96,0.49,11.04,5.31,9.69,4.04
2019-02-05,1.57,15.39,11.02,5.32,25,1.7,2.01,32.75,16.89,7.93,84.05,5.17,14.94,112.25,9.8,15.32,2.95,28,1.99,6.98,4.47,NaN,8.74,7.58,33.77,NaN,5.98,7.64,18.97,33.15,10.4,4.16,14.41,13.81,0.5,11.17,5.36,9.9,4.07
2019-02-06,1.56,15.49,11.05,5.39,25.8,1.74,2.06,33.25,16.81,7.91,83.95,5.18,14.86,111.85,9.91,15.23,2.96,28.12,2.04,6.99,4.46,NaN,8.83,7.74,34.21,NaN,6.05,7.69,19.12,33.1,10.43,4.15,14.47,14.51,0.5,11.24,5.35,10.33,4.08
2019-02-07,1.55,14.85,10.84,5.33,25.42,1.76,2.04,32.9,16.35,7.95,85.1,5.13,14.53,109,9.65,15.05,2.93,27.9,1.98,6.94,4.36,NaN,8.53,7.72,33.38,NaN,5.8,7.45,18.02,32.28,9.79,4.07,12.7,13.85,0.49,10.96,5.23,10.13,3.98
2019-02-08,1.53,15,10.76,5.3,25.64,1.73,2.22,33.25,16.2,7.97,84.65,5.1,14.52,108.95,9.67,14.92,2.91,27.42,1.98,6.86,4.33,NaN,8.55,7.75,33.6,NaN,5.62,7.48,18,31.7,9.76,4.06,12.33,13.54,0.47,10.71,5.22,10.24,3.77
2019-02-11,1.54,15.33,11.19,5.5,26.06,1.85,2.31,33.25,16.54,8.07,85,5.14,14.65,109.55,9.8,14.99,2.95,27.88,2,6.82,4.42,NaN,8.67,7.89,33.92,NaN,5.72,7.57,18.23,32.04,9.96,4.12,12.29,13.93,0.48,10.94,5.29,10.43,3.82
2019-02-12,1.56,15.24,11.46,5.71,27.92,1.88,2.31,34,16.59,8.02,84.6,5.2,14.76,111.1,9.9,15.08,2.97,28.2,2.01,6.89,4.42,NaN,8.76,7.93,34.76,NaN,6.07,7.68,18.03,32.48,10.14,4.15,12.25,14.68,0.48,11.2,5.33,10.67,3.92
2019-02-13,1.57,15.22,11.94,5.8,28.92,1.88,2.29,34.35,16.76,8.1,85,5.22,14.86,110.75,10.39,15.19,2.97,26.98,2.01,6.95,4.43,NaN,8.85,8.07,34.99,NaN,6.09,7.76,18.67,33.44,10.1,4.16,12.44,14.62,0.49,11.52,5.36,10.9,3.95
2019-02-14,1.58,15.18,11.66,5.7,27.77,1.82,2.28,34.1,16.6,8.2,84.8,5.21,14.78,110.35,10.19,15.02,2.98,28.58,1.98,6.96,4.42,NaN,8.77,8.02,34.65,NaN,5.98,7.67,18.68,33.52,10.24,4.17,12.26,14.59,0.48,11.53,5.37,10.66,3.84
2019-02-15,1.58,15.27,11.89,5.8,27.99,1.95,2.39,33.75,16.81,8.27,85.2,5.24,15.12,111.3,10.45,15.23,2.97,28.7,2.05,7.19,4.43,NaN,8.9,8.31,34.35,NaN,6.07,7.75,18.84,33.83,10.64,4.18,12.37,14.72,0.51,11.8,5.35,11.22,3.97
2019-02-18,1.59,NaN,NaN,NaN,NaN,NaN,2.38,NaN,16.9,NaN,NaN,5.24,15.18,NaN,NaN,NaN,NaN,NaN,2.07,NaN,4.43,NaN,8.93,NaN,34.88,NaN,NaN,7.77,18.9,33.96,NaN,4.18,NaN,14.62,NaN,NaN,NaN,11.58,3.96
2019-02-19,1.58,14.57,12.05,5.88,27.17,1.97,2.37,33.8,16.89,8.33,84.4,5.23,15.2,111.2,10.37,15.17,2.92,28.68,2.06,6.91,4.41,NaN,8.8,8.29,34.84,NaN,5.89,7.75,18.74,33.35,10.7,4.2,12.35,14.47,0.54,11.95,5.32,11.42,4
2019-02-20,1.59,14.69,12.08,5.95,27.15,1.94,2.36,33.8,17.11,8.36,84.6,5.23,15.25,110.9,10.23,15.23,2.93,28.54,2.06,6.91,4.41,NaN,8.92,8.32,34.71,NaN,6.12,7.73,18.88,33.53,10.62,4.17,12.59,14.69,0.54,12,5.32,11.43,3.99
2019-02-21,1.6,15.01,12.16,6.03,26.73,1.9,2.32,33.8,16.99,8.4,85.3,5.25,15.27,111.3,9.99,15.22,2.96,28.64,2.04,7.15,4.42,NaN,8.65,8.23,34.7,NaN,6.1,7.76,17.09,33.06,10.66,4.2,12.45,14.66,0.53,12.2,5.38,11.11,3.98
2019-02-22,1.59,14.98,12.18,5.95,26.66,1.88,2.34,33.7,17.11,8.36,85.1,5.28,15.29,111.1,10.12,15.29,3,28.42,2.04,8.15,4.47,NaN,8.76,8.26,34.51,NaN,6.01,7.78,17.6,32.83,10.68,4.21,12.46,14.84,0.54,12.05,5.44,11.14,4
2019-02-25,1.59,15.33,12.29,5.96,26.96,1.94,2.37,35.15,16.97,8.36,84.6,5.27,15.21,112.15,10.24,15.45,2.96,28.8,2.08,7.86,4.5,NaN,8.87,8.36,35.05,NaN,6.06,7.81,18.02,32.8,10.74,4.25,12.53,15.26,0.54,12.03,5.47,11.47,4.03
2019-02-26,1.58,15.23,12.13,5.95,27.03,2.01,2.38,33.85,16.95,8.43,86.15,5.31,15.21,113.6,10.22,15.52,2.91,28.74,2.08,7.75,4.49,NaN,8.93,8.49,34.98,NaN,6.07,7.9,17.87,33.08,10.84,4.29,12.45,15.03,0.53,11.9,5.46,11.47,4.01
2019-02-27,1.56,15.15,12.19,5.97,27.62,2.1,2.45,33.85,17.04,8.3,85.75,5.3,15.22,112.65,10.33,15.53,2.92,28.38,2.13,7.71,4.46,NaN,8.94,8.58,34.21,NaN,5.82,7.9,18.09,32.92,10.94,4.3,12.36,14.71,0.53,11.9,5.41,11.71,4.03
2019-02-28,1.56,15.29,12.67,6.13,28.37,2.13,2.51,34.25,17.2,8.46,86.25,5.32,15.17,113.15,10.93,15.7,2.93,28.5,2.17,7.75,4.51,NaN,8.87,8.82,33.72,NaN,5.9,7.93,17.95,33.07,11.46,4.35,12.32,14.39,0.54,11.73,5.47,11.97,4.01
2019-03-01,1.56,15.51,12.5,6.08,27.98,2.09,2.5,35.05,17.41,8.49,87.6,5.31,15.04,114.7,11.03,15.79,2.93,28.5,2.16,7.78,4.51,NaN,8.81,8.64,37.45,NaN,6.08,7.94,18,33.31,11.24,4.33,12.27,14.69,0.53,11.67,5.45,11.98,4.03
2019-03-04,1.57,16.2,12.72,6.16,28.03,2.08,2.5,35.15,17.45,8.55,87.25,5.3,15.11,115.9,11.23,15.89,2.95,28.34,2.17,7.78,4.46,NaN,8.7,8.72,37.05,NaN,6.15,7.89,17.9,33.85,11.52,4.3,12.18,14.86,0.53,11.75,5.37,11.87,4.05
2019-03-05,1.56,15.74,13.04,6.14,27.92,2.05,2.49,35.4,17.45,7.99,86.9,5.33,15.18,115.75,11.33,15.88,2.97,28.6,2.16,7.75,4.47,NaN,8.78,8.74,36.1,NaN,6.1,7.93,17.95,34,11.67,4.29,12.28,14.78,0.55,11.71,5.35,11.82,4.09
2019-03-06,1.57,15.18,13.03,6.24,28.21,2.1,2.51,34.9,17.33,7.97,86.85,5.4,15.28,114.9,11.36,15.99,2.97,28.32,2.18,7.76,4.54,NaN,8.78,8.9,36,NaN,6.04,7.94,17.4,33.85,11.89,4.31,12.73,14.25,0.56,11.86,5.39,11.84,4.1
2019-03-07,1.61,15.05,13.19,6.1,27.61,2.02,2.43,34.8,17.02,8,86.85,5.5,15.28,114.7,11.16,15.8,2.99,27.92,2.13,7.7,4.6,NaN,8.63,8.75,35.85,NaN,6.02,7.95,17.27,33.93,11.85,4.39,12.44,13.95,0.56,11.57,5.49,11.48,4.05
2019-03-08,1.61,15.15,13.62,6.17,27.15,1.96,2.38,34.3,16.77,8.08,86.75,5.48,14.97,114,11.22,15.73,3,27.4,2.12,7.79,4.63,NaN,8.48,8.66,35.65,NaN,5.88,7.81,16.9,33.77,11.61,4.4,12.11,13.93,0.56,11.4,5.48,11.19,4.05
2019-03-11,1.61,15.22,13.62,6.25,27.13,1.98,2.41,34.8,16.9,8.1,86.75,5.46,15.12,115.7,11.48,15.8,2.97,27.58,2.14,7.86,4.6,NaN,8.64,8.79,35.72,NaN,5.81,7.9,16.93,33.73,11.87,4.37,12.19,14.17,0.55,11.78,5.44,11.48,4.13
2019-03-12,1.6,15.33,13.72,6.25,26.38,1.94,2.39,34.7,17.18,8.24,87.8,5.5,15.16,115.4,11.36,15.77,2.97,28.32,2.14,7.92,4.59,NaN,8.72,8.76,35.56,NaN,5.77,7.94,16.82,34.37,11.97,4.35,12.17,14.1,0.52,11.96,5.46,11.42,4.15
2019-03-13,1.61,15.56,14.17,6.27,26.14,1.92,2.41,35.1,17.48,8.23,86.65,5.49,15.54,114.8,11.35,15.81,2.93,27.9,2.15,8.01,4.55,NaN,8.63,8.88,36.09,NaN,5.81,7.96,16.24,34.52,12.26,4.34,12.07,13.96,0.52,12.31,5.43,11.58,4.15
2019-03-14,1.59,16.17,14.26,6.33,26.46,2,2.46,35.15,17.44,8.38,85.8,5.49,15.54,115.75,11.42,16.01,2.92,28.36,2.17,8.04,4.58,NaN,9.78,8.92,36.19,NaN,5.84,7.99,16.36,34.94,12.32,4.38,11.98,13.97,0.53,12.38,5.5,11.73,4.17
2019-03-15,1.59,16.45,14.36,6.27,26.41,1.97,2.44,31.5,17.64,8.52,85.4,5.47,15.59,116.6,11.56,16.34,2.89,28.56,2.2,8.06,4.58,NaN,9.95,8.99,37,NaN,5.96,8.08,16.5,36.03,12.11,4.4,11.99,14.62,0.54,12.32,5.51,11.75,4.28
2019-03-18,1.6,16.45,14.67,6.29,26.89,2.06,2.51,31.45,17.68,8.49,86.65,5.5,15.74,116.35,11.6,16.48,3.03,28.34,2.23,7.98,4.58,NaN,10.22,9.18,36.76,NaN,5.97,8.15,16.45,36.17,12.21,4.46,12.1,14.26,0.55,12.34,5.52,12.07,4.34
2019-03-19,1.61,16.45,14.89,6.32,27.34,2.04,2.53,31.65,17.71,8.53,87.85,5.52,15.89,116.65,11.53,16.46,3.07,28.72,2.24,8.04,4.63,NaN,10.4,9.12,37.05,NaN,6.03,8.36,16.7,36.67,12.34,4.5,12.7,14.41,0.54,12.49,5.55,12.22,4.36
2019-03-20,1.61,16.61,14.64,6.33,27.8,1.99,2.53,32.05,18.03,8.55,88.1,5.54,15.78,115.55,11.53,16.42,3.08,28.4,2.23,7.93,4.64,NaN,10.39,8.95,36.4,NaN,6.03,8.44,17.41,36.75,12.39,4.53,12.38,14.22,0.52,12.31,5.53,12.13,4.35
2019-03-21,1.61,16.49,14.5,6.34,27.09,1.97,2.5,32,18.07,8.69,88.65,5.58,15.83,116.1,11.6,16.48,3.1,29.18,2.22,7.94,4.66,NaN,10.38,9.02,36,NaN,6.05,8.64,17.2,36.56,12.21,4.58,12.44,14.85,0.53,12.55,5.55,11.92,4.34
2019-03-22,1.61,16.45,14.36,6.29,26.52,1.89,2.47,31.4,17.65,8.55,88.9,5.63,15.7,114.4,11.53,16.35,3.14,28.7,2.16,7.9,4.65,NaN,10.14,8.95,35.34,NaN,5.93,8.56,16.7,35.64,11.6,4.6,12.13,14.52,0.53,12.89,5.54,11.38,4.31
2019-03-25,1.61,16.26,14.48,6.3,26.11,1.86,2.46,31.25,17.52,8.82,88.55,5.62,15.62,115.9,11.35,16.34,3.14,28.4,2.15,7.95,4.67,NaN,10.1,8.86,34.8,NaN,5.85,8.59,16.82,35.75,11.54,4.59,12.37,13.96,0.53,12.76,5.61,11.4,4.32
2019-03-26,1.63,16.29,14.59,6.3,26.25,1.84,2.44,30.95,17.43,8.95,89.35,5.7,15.62,117.8,11.41,16.33,3.2,28.62,2.14,8.13,4.66,NaN,10.24,8.93,35.57,NaN,5.85,8.62,17.01,35.89,11.75,4.61,12.43,14.14,0.53,12.59,5.66,11.24,4.35
2019-03-27,1.63,15.96,14.7,6.36,25.98,1.89,2.48,30.2,17.57,8.84,88.6,5.71,15.59,118.35,11.46,16.42,3.22,28.28,2.16,7.94,4.62,NaN,10.11,9.11,35.65,NaN,5.78,8.63,16.86,35.56,11.73,4.58,12.75,13.21,0.54,12.38,5.61,11.55,4.36
2019-03-28,1.62,16,14.73,6.28,26.05,1.84,2.47,30.3,17.75,8.88,89.75,5.69,15.48,118,11.58,16.39,3.22,28.28,2.16,7.94,4.64,NaN,10.26,9.21,35.65,NaN,5.7,8.6,16.54,34.33,11.65,4.6,12.49,12.75,0.54,12.29,5.61,11.33,4.38
2019-03-29,1.63,16.22,14.93,6.32,25.94,1.84,2.46,30.65,18.24,8.83,89.7,5.7,15.75,119.5,11.73,16.5,3.22,29.08,2.17,7.97,4.67,NaN,10.36,9.26,35.92,NaN,5.74,8.67,16.86,34.71,11.84,4.58,12.6,13.18,0.55,12.52,5.65,11.43,4.44
2019-04-01,1.62,16.49,15.05,6.39,26.34,1.9,2.5,31.32,18.79,8.77,90.55,5.66,15.83,120.8,11.86,16.68,3.24,29.6,2.21,7.94,4.61,NaN,10.42,9.35,36.74,NaN,5.83,8.65,16.7,34.95,12.11,4.56,12.9,13.71,0.54,12.85,5.58,11.92,4.47
2019-04-02,1.65,16.65,15.11,6.35,26.09,1.9,2.48,31.7,18.98,8.77,91.6,5.66,15.79,121.15,11.63,16.64,3.29,30.1,2.2,7.89,4.65,NaN,10.37,9.22,36.85,NaN,6,8.68,16.79,35.59,12.2,4.61,13.03,14.09,0.53,12.72,5.6,11.87,4.41
2019-04-03,1.61,16.51,15.52,6.55,26.25,1.94,2.5,32.06,19.2,8.73,92.75,5.71,15.9,121.55,11.89,16.72,3.26,30.92,2.22,7.95,4.7,NaN,10.47,9.24,37.42,NaN,6.2,8.75,17.16,35.84,12.25,4.63,13.05,14.9,0.54,12.69,5.62,12.19,4.59
2019-04-04,1.57,16.29,15.45,6.53,26.42,1.95,2.5,32.24,19.08,8.75,92,5.7,15.76,121.6,11.87,16.7,3.23,30.96,2.23,7.89,4.66,NaN,10.51,9.29,37.2,NaN,6.25,8.74,16.97,35.48,12.14,4.57,13.03,15.15,0.54,12.45,5.6,12.11,4.58
2019-04-05,1.54,16.19,15.61,6.52,26.57,1.95,2.51,32.4,19.02,8.76,92,5.69,15.85,121.8,11.94,16.63,3.25,31.2,2.23,7.87,4.68,NaN,10.55,9.36,37.13,NaN,6.29,8.77,16.89,36.09,12.49,4.57,13.04,15.59,0.54,12.83,5.58,12.03,4.63
2019-04-08,1.53,16.26,15.72,6.52,26.42,1.95,2.53,31.68,19.03,8.82,91.65,5.68,15.81,121.55,11.83,16.7,3.23,31.4,2.23,7.96,4.7,NaN,10.5,9.27,36.76,NaN,6.27,8.92,17.14,36.14,12.63,4.63,13.28,15.66,0.53,12.91,5.59,11.91,4.61
2019-04-09,1.51,16.57,15.72,6.51,26.32,1.96,2.53,31.5,18.9,8.66,91.5,5.66,15.89,120.9,11.7,16.64,3.22,31.46,2.24,7.98,4.7,NaN,10.28,9.27,35.98,NaN,6.19,8.96,16.32,35.82,12.14,4.58,13.13,15.53,0.53,12.56,5.6,11.95,4.52
2019-04-10,1.51,16.5,15.69,6.5,26.09,1.97,2.55,31.46,18.89,8.81,91,5.68,15.94,121.35,11.71,16.67,3.26,31.62,2.22,7.97,4.75,NaN,10.22,9.3,35.81,NaN,6.26,8.94,16.3,36.06,12.1,4.61,13.19,15.61,0.53,12.52,5.63,11.84,4.46
2019-04-11,1.5,16.66,15.81,6.55,28.32,1.97,2.57,31.88,18.93,8.87,91,5.64,15.92,121.4,11.72,16.71,3.23,31.86,2.23,7.97,4.74,NaN,10.23,9.44,36.42,NaN,6.35,8.99,14.96,36.16,11.77,4.58,13.19,15.7,0.52,12.43,5.56,11.9,4.46
2019-04-12,1.49,16.43,15.82,6.64,27.92,2.05,2.62,31.88,19.13,8.85,90.9,5.61,15.82,122.6,12.13,16.82,3.18,32.06,2.28,7.99,4.69,NaN,10.49,9.51,36.5,NaN,6.6,8.97,15.31,36.29,11.78,4.54,13.48,16.04,0.51,12.51,5.52,12.4,4.5
2019-04-15,1.51,16.61,16.25,6.73,28.48,2.08,2.69,31.46,19.12,8.88,91.45,5.58,15.67,120.95,12.39,16.91,3.2,32.6,2.3,7.84,4.72,NaN,10.69,9.57,36.29,NaN,6.51,9.07,15.43,36.67,11.65,4.56,13.58,15.85,0.52,12.58,5.51,12.48,4.5
2019-04-16,1.51,16.63,16.7,6.77,28.86,2.1,2.73,31.62,19.36,8.78,91,5.48,15.43,121.8,12.39,17,3.18,32.64,2.32,7.7,4.66,NaN,10.69,9.61,36.65,0.21,6.5,9,15.41,36.1,11.53,4.49,13.72,16.22,0.53,13,5.42,12.88,4.51
2019-04-17,1.48,16.02,16.73,6.73,29.05,2.13,2.8,31.38,19.35,8.7,87.65,5.52,15.43,120.9,12.39,17.2,3.14,32.8,2.34,7.61,4.64,NaN,10.69,9.58,36.31,NaN,6.5,9.52,16.04,35.5,11.77,4.45,13.96,16.48,0.52,13.17,5.34,12.98,4.56
2019-04-18,1.48,15.67,16.76,6.72,29.09,2.13,2.83,31.2,19.85,8.71,86.85,5.53,15.43,123.1,12.16,17.05,3.16,32.54,2.33,7.49,4.68,NaN,10.62,9.5,36.52,NaN,6.44,9.52,16.33,35.48,11.72,4.45,13.91,16.6,0.51,13.04,5.34,12.76,4.59
2019-04-23,1.49,15.66,16.95,6.52,28.13,2.09,2.8,31.5,19.41,8.88,87.8,5.52,15.8,123.5,12.1,17.05,3.2,32.84,2.32,7.42,4.72,NaN,10.63,9.39,37,NaN,6.42,9.46,16.32,35.93,12.06,4.5,13.29,16.03,0.5,13.5,5.38,12.34,4.59
2019-04-24,1.48,15.7,17.02,6.39,27.67,2.05,2.78,32.06,19.63,8.9,85.75,5.5,15.55,122.4,11.88,17.01,3.17,32.72,2.28,7.45,4.68,NaN,10.55,9.36,37.14,NaN,6.44,9.26,16.59,35.51,11.9,4.45,13.14,16.84,0.49,13.21,5.36,12.11,4.52
2019-04-25,1.48,15.63,17.36,6.45,27.4,2.04,2.82,32.08,19.45,9.02,85.15,5.54,15.51,121.7,11.81,17.06,3.19,33.26,2.28,7.45,4.7,NaN,10.52,9.35,36.93,NaN,6.41,9.22,16.6,35.54,11.82,4.5,13.04,16.57,0.49,12.93,5.41,12.06,4.55
2019-04-26,1.49,16,17.38,6.46,27.38,2.06,2.85,31.84,19.42,8.97,85.7,5.59,15.34,120.9,12.04,17.24,3.18,33.26,2.29,7.4,4.7,NaN,10.48,9.41,36.25,NaN,6.49,9.25,16.54,36.21,11.39,4.53,13.16,16.24,0.5,12.51,5.4,12.07,4.51
2019-04-29,1.47,16.12,17.72,6.58,28.23,2.13,2.86,32.18,19.64,8.94,87.1,5.55,15.1,120.9,11.82,17.2,3.16,33.12,2.33,7.38,4.69,NaN,10.42,9.59,36.56,NaN,6.46,9.37,16.77,35.97,11.55,4.51,13.12,16.17,0.5,12.42,5.35,12.36,4.53
2019-04-30,1.49,16.01,17.74,6.55,28.17,2.12,2.9,32.36,19.83,9.07,87.1,5.64,15.22,120.75,11.74,17.3,3.17,33.48,2.34,7.38,4.71,NaN,10.3,9.45,36.57,NaN,6.51,9.51,17.19,35.99,11.34,4.54,13.04,16.38,0.5,12.38,5.34,12.33,4.54
2019-05-02,1.47,15.67,17.69,6.5,27.98,2.11,2.85,31.12,20.08,8.89,87.1,5.58,15.03,120.6,11.43,17.3,3.19,33.3,2.33,7.53,4.65,NaN,10.18,9.5,36.44,0.18,6.31,9.44,17,36.17,10.87,4.45,12.86,16.39,0.5,12.03,5.33,12.38,4.56
2019-05-03,1.46,15.94,17.51,6.52,28.38,2.12,2.84,31.88,19.92,8.95,88.65,5.6,15.09,119.8,11.34,17.31,3.18,33.02,2.32,7.43,4.67,NaN,10.08,9.45,37.19,NaN,6.18,9.44,17.18,36.19,10.98,4.48,13.46,16.4,0.5,12.18,5.35,12.23,4.52
2019-05-06,1.46,15.69,17.36,6.3,27.59,2.06,2.81,31.84,19.45,8.94,87.4,5.56,14.87,118.4,11.08,17.16,3.13,31.9,2.29,7.5,4.65,NaN,9.89,9.3,36.36,NaN,5.97,9.35,16.89,35.45,10.84,4.48,13.16,15.61,0.49,12.01,5.37,11.83,4.44
2019-05-07,1.46,17.25,17.43,6.32,26.92,1.97,2.79,31.7,18.93,9.14,89.5,5.6,14.49,123,10.25,17.09,3.16,32.1,2.24,7.65,4.73,NaN,9.77,9.21,35.57,NaN,5.88,9.42,16.98,35.66,10.39,4.5,12.98,15.32,0.48,11.81,5.42,11.45,4.3
2019-05-08,1.44,17.41,17.69,6.34,26.57,1.98,2.77,31.08,18.81,9.29,89.9,5.58,14.48,126.25,10.18,17.07,3.13,32.5,2.22,7.58,4.67,NaN,9.76,9.24,35.69,NaN,5.9,9.12,17.15,36.47,10.53,4.47,12.9,15.56,0.47,12.02,5.38,11.43,4.28
2019-05-09,1.43,17.83,16.64,6.18,25.4,1.82,2.71,30.14,18.83,9.21,90,5.52,14.32,124.95,9.98,16.86,3.14,31.66,2.16,7.49,4.64,NaN,10.02,8.99,35.53,NaN,5.78,9.01,16.38,35.37,10.14,4.46,12.42,14.78,0.47,11.77,5.41,11.13,4.19
2019-05-10,1.45,17.07,16.91,6.18,25.32,1.78,2.68,30.88,19.25,9.31,91.1,5.55,14.27,124.7,9.85,16.92,3.21,30.52,2.16,7.42,4.69,NaN,10.05,9.11,36.67,NaN,5.73,9,16.5,35.17,10.06,4.53,12.3,14.92,0.47,11.68,5.53,11.21,4.35
2019-05-13,1.47,17.04,16.31,6.12,24.69,1.71,2.64,29.8,18.55,9.25,91.5,5.51,14.42,122.45,9.61,16.82,3.22,28.14,2.12,7.35,4.74,NaN,9.58,8.9,35.03,NaN,5.61,8.9,16.02,33.87,10.2,4.53,12.06,14.16,0.46,11.62,5.53,10.89,4.31
2019-05-14,1.47,17.75,16.96,6.2,24.8,1.7,2.66,30.04,18.94,9.18,94.15,5.58,14.6,126.5,9.8,17.06,3.27,28.22,2.15,7.3,4.77,NaN,9.68,8.95,35.65,NaN,5.69,9.17,17.17,34.51,10.52,4.55,12.25,15.1,0.45,11.93,5.55,10.71,4.5
2019-05-15,1.51,17.57,16.96,6.12,24.15,1.71,2.62,30.84,18.86,9.15,95.55,5.57,14.52,128,9.68,16.99,3.28,28.06,2.13,7.52,4.81,NaN,9.86,8.7,35.84,NaN,5.85,9.11,17.1,35.33,10.41,4.51,12.43,15.6,0.45,12.02,5.55,10.64,4.41
2019-05-16,1.55,18.4,17.15,6.21,24.4,1.78,2.68,30.52,19.23,9.17,97.45,5.59,14.75,128.95,9.92,17.13,3.28,27.92,2.18,7.45,4.89,NaN,10.03,8.92,35.23,NaN,5.78,9.23,17.3,36.58,10.72,4.61,12.57,15.76,0.46,12.46,5.59,10.82,4.53
2019-05-17,1.55,18.11,16.95,6.2,24.17,1.73,2.68,30.68,19.33,9.25,97.4,5.63,14.84,128.55,9.93,17.01,3.29,27.9,2.17,7.58,4.89,NaN,10.03,8.87,35.7,NaN,5.79,9.02,17.29,36.54,10.45,4.6,12.69,15.58,0.46,12.53,5.63,10.6,4.47
2019-05-20,1.49,18.18,15.63,6.18,23.63,1.71,2.52,29.6,18.81,9.21,97,5.69,14.42,126.65,9.79,16.3,3.3,26.84,1.98,7.54,4.76,NaN,9.94,8.85,34.25,NaN,5.48,9.1,16.55,36.55,10.33,4.58,11.36,14.15,0.46,12.26,5.65,10.37,4.27
2019-05-21,1.51,18.47,15.18,6.15,23.82,1.7,2.45,29.96,19.14,9.28,96.45,5.77,14.54,128.45,9.9,16.33,3.3,27.4,1.98,7.76,4.81,NaN,10.1,8.9,34.57,NaN,5.58,9.16,16.52,37.08,10.51,4.67,11.27,14.78,0.47,12.44,5.72,10.34,4.28
2019-05-22,1.5,19.18,15.18,6.15,23.44,1.69,2.4,29.68,19.1,9.24,97.5,5.76,14.42,128.15,9.76,16.3,3.28,27.78,1.94,7.89,4.86,NaN,10.19,8.7,35.6,NaN,5.47,9,16.24,36.68,10.43,4.66,11.18,14.55,0.46,12.05,5.72,10.24,4.33
2019-05-23,1.46,19.09,14.66,6.06,22.73,1.65,2.37,29.32,18.4,9.18,96.85,5.68,13.92,126.85,9.65,15.96,3.25,27.44,1.9,8.18,4.86,NaN,10.05,8.6,34.54,NaN,5.35,8.77,15.66,36.18,9.9,4.61,10.84,13.73,0.44,11.54,5.66,10.13,4.16
2019-05-24,1.5,18.52,14.88,6.08,23.11,1.67,2.39,29.38,18.32,9.17,96.1,5.79,14.05,128,9.75,16.27,3.3,27.48,1.92,8.04,4.9,NaN,10.09,8.63,34.97,NaN,5.32,8.92,15.56,36.69,9.9,4.7,10.88,13.66,0.44,11.4,5.78,10.36,4.33
