Date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ_AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M_M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2002-01-22,8.59,NaN,53.43,18.03,5.81,NaN,NaN,NaN,NaN,18.12,59.31,90.02,NaN,NaN,99.97,2.8,40.36,29.38,12.04,NaN,336.6,59.65,211.25,16.65,10.35,62.44,16.44,NaN,3.93,22.4,14.28,NaN,NaN,NaN,16.1,NaN,NaN,NaN,20.19,15.84,NaN,23.05,6.06,NaN,NaN,1.7,NaN,NaN,30.05
2002-01-23,8.47,NaN,57.58,18.1,5.87,NaN,NaN,NaN,NaN,17.54,58.51,90.5,NaN,NaN,100.21,2.91,40.3,31.46,12.13,NaN,342.35,58.91,215.6,16.89,10.65,60.65,16.5,NaN,3.8,22.01,14.32,NaN,NaN,NaN,16.56,NaN,NaN,NaN,19.84,15.78,NaN,23.7,5.81,NaN,NaN,1.7,NaN,NaN,29.51
2002-01-24,8.43,NaN,54.33,18.09,6.02,NaN,NaN,NaN,NaN,17.38,58.33,89.49,NaN,NaN,99.09,3.17,39.46,30.48,11.75,NaN,331.8,60.6,220.05,16.93,10.6,60.3,16.48,NaN,3.68,21.67,13.88,NaN,NaN,NaN,15.77,NaN,NaN,NaN,19.5,15.74,NaN,23.18,5.62,NaN,NaN,1.72,NaN,NaN,29.68
2002-01-25,8.4,NaN,53.5,18.27,6.09,NaN,NaN,NaN,NaN,17.23,58.52,90,NaN,NaN,96.55,3.18,38.88,27.83,11.46,NaN,318.65,61.36,220.3,17.13,10.45,59.8,16.09,NaN,3.47,21.44,13.59,NaN,NaN,NaN,15.32,NaN,NaN,NaN,19.65,15.79,NaN,23.24,5.3,NaN,NaN,1.72,NaN,NaN,29.65
2002-01-28,8.45,NaN,52.58,18.21,6,NaN,NaN,NaN,NaN,17.89,58.29,89.11,NaN,NaN,94.22,3.33,38.8,29.24,11.49,NaN,305.05,60.58,219.15,17.04,10.4,59.26,15.73,NaN,3.43,21.94,13.48,NaN,NaN,NaN,15.55,NaN,NaN,NaN,20.45,15.88,NaN,22.31,5.41,NaN,NaN,1.73,NaN,NaN,28.66
2002-01-29,8.28,NaN,52.25,18.17,5.94,NaN,NaN,NaN,NaN,18.09,58.02,88.82,NaN,NaN,94.98,3.35,38.83,28.68,11.33,NaN,303.6,59.78,221.6,16.17,10.45,58.98,15.6,NaN,3.37,21.41,14.16,NaN,NaN,NaN,15.81,NaN,NaN,NaN,19.84,15.64,NaN,22.78,5.35,NaN,NaN,1.74,NaN,NaN,29.22
2002-01-30,8.15,NaN,51.28,18.1,5.87,NaN,NaN,NaN,NaN,17.54,57.73,88.81,NaN,NaN,94.25,3.06,39.11,28.81,11.24,NaN,304.6,59.03,221.3,16.24,10.35,57.31,15.62,NaN,3.2,21.42,14.08,NaN,NaN,NaN,15.77,NaN,NaN,NaN,20.28,15.53,NaN,23.01,5.57,NaN,NaN,1.68,NaN,NaN,29.18
2002-01-31,8.38,NaN,51.8,17.47,5.87,NaN,NaN,NaN,NaN,17.98,57.06,88.68,NaN,NaN,92.55,3.01,39.07,30.45,11.24,NaN,303.15,61.4,220.5,16.44,10.45,60.59,15.43,NaN,3.84,21.52,14.46,NaN,NaN,NaN,16.1,NaN,NaN,NaN,19.81,15.5,NaN,23.88,5.62,NaN,NaN,1.67,NaN,NaN,30.85
2002-02-01,8.36,NaN,50.98,18.18,5.81,NaN,NaN,NaN,NaN,19.48,57.96,88.77,NaN,NaN,93.8,3.3,39.98,30.41,11.24,NaN,317.4,61.92,219.2,16.56,10.6,59.75,15.54,NaN,4.09,21.89,14.87,NaN,NaN,NaN,17.17,NaN,NaN,NaN,20.01,15.63,NaN,24.14,5.66,NaN,NaN,1.86,NaN,NaN,30.11
2002-02-04,8.27,NaN,50.33,18.16,6.2,NaN,NaN,NaN,NaN,20.35,57.65,86.55,NaN,NaN,92.56,3.3,39.38,30.29,11.26,NaN,308.3,61.45,218.75,16.33,11.05,57.96,15.49,NaN,3.92,21.53,14.49,NaN,NaN,NaN,17.64,NaN,NaN,NaN,20.61,15.62,NaN,24.35,5.6,NaN,NaN,1.87,NaN,NaN,29.92
2002-02-05,8.08,NaN,50.65,18.05,6.35,NaN,NaN,NaN,NaN,21.5,57.66,86.11,NaN,NaN,93.31,3.47,39.43,30.2,11.14,NaN,308.05,61.39,217.15,16.35,11.25,58.53,15.54,NaN,3.9,21.68,14.23,NaN,NaN,NaN,18.15,NaN,NaN,NaN,20.42,15.38,NaN,23.73,5.49,NaN,NaN,1.78,NaN,NaN,30.13
2002-02-06,8.24,NaN,53.55,18.63,6.73,NaN,NaN,NaN,NaN,23.65,57.2,84.04,NaN,NaN,93.31,3.79,40.89,33.09,11.26,NaN,308.1,62.41,222.05,16.6,12.4,61.23,15.53,NaN,3.92,22.54,15.21,NaN,NaN,NaN,20.64,NaN,NaN,NaN,22.46,15.31,NaN,25.8,5.66,NaN,NaN,1.84,NaN,NaN,32.57
2002-02-07,8.17,NaN,51.85,18.13,6.4,NaN,NaN,NaN,NaN,26.02,56.17,85.31,NaN,NaN,93.23,3.77,41.97,33.73,11.33,NaN,309.45,62.27,224.25,16.56,12.25,57.39,15.55,NaN,3.79,22.52,14.93,NaN,NaN,NaN,19.47,NaN,NaN,NaN,23.36,15.31,NaN,26.56,5.61,NaN,NaN,1.88,NaN,NaN,30.78
2002-02-08,8.14,NaN,51.45,18.43,6.56,NaN,NaN,NaN,NaN,24.08,57.21,85.5,NaN,NaN,95.47,3.86,42.58,34.62,11.25,NaN,319.7,62.02,230.35,16.75,12.35,57.75,15.89,NaN,3.88,23.12,15.33,NaN,NaN,NaN,19.03,NaN,NaN,NaN,23.5,15.34,NaN,25.82,5.61,NaN,NaN,2.02,NaN,NaN,31.38
2002-02-11,8.45,NaN,51.2,19.59,7.04,NaN,NaN,NaN,NaN,24.71,58.08,85.47,NaN,NaN,95.17,4.26,42.34,34.57,11.44,NaN,319.25,62.09,239.1,18.06,13,58.52,15.87,NaN,4.1,23.22,15.88,NaN,NaN,NaN,18.93,NaN,NaN,NaN,23.16,15.37,NaN,28.04,5.78,NaN,NaN,2.18,NaN,NaN,30.53
2002-02-12,8.67,NaN,51.25,20.26,7.22,NaN,NaN,NaN,NaN,24,57.63,85.14,NaN,NaN,95.28,4.15,42.27,35.38,11.55,NaN,310.5,62.25,231.45,17.76,12.6,58.67,15.62,NaN,4.09,23.35,15.83,NaN,NaN,NaN,19.87,NaN,NaN,NaN,22.65,15.32,NaN,27.72,5.9,NaN,NaN,2.2,NaN,NaN,31.66
2002-02-13,8.55,NaN,51.98,20.52,7.21,NaN,NaN,NaN,NaN,24.88,57.26,84.2,NaN,NaN,95.9,4.35,42.61,33.86,11.5,NaN,317.8,63.15,233.4,18.98,12.65,59.2,15.59,NaN,4.11,23.07,15.61,NaN,NaN,NaN,23.58,NaN,NaN,NaN,23.05,15.4,NaN,26.9,5.85,NaN,NaN,2.31,NaN,NaN,31.19
2002-02-14,8.47,NaN,51.38,19.9,7.43,NaN,NaN,NaN,NaN,25.2,57.89,83.94,NaN,NaN,95.35,4.28,42.7,34.64,11.42,NaN,317.65,64.15,231.05,20.88,12.9,59.91,15.77,NaN,4.76,23.47,16.04,NaN,NaN,NaN,26.62,NaN,NaN,NaN,23.75,15.51,NaN,27.24,5.89,NaN,NaN,2.37,NaN,NaN,31.79
2002-02-15,8.42,NaN,52.33,19.73,7.72,NaN,NaN,NaN,NaN,25.52,57.12,84.14,NaN,NaN,96.22,4.06,42.82,33.79,11.68,NaN,322.85,63.99,234.6,22.97,14.2,59.95,16.14,NaN,5.12,24.06,16.27,NaN,NaN,NaN,26.03,NaN,NaN,NaN,23.44,15.48,NaN,26.54,6.15,NaN,NaN,2.28,NaN,NaN,31.14
2002-02-18,8.44,NaN,52,19.69,8.31,NaN,NaN,NaN,19.98,25.03,57.13,84.1,NaN,NaN,97.98,4.38,43.76,34.16,12.42,NaN,336,65.21,242.9,23.46,16.4,58.27,16.59,NaN,5.1,23.66,16.38,NaN,NaN,NaN,25.47,NaN,NaN,NaN,22.94,15.76,NaN,26.36,6.07,NaN,NaN,2.21,NaN,NaN,31.3
2002-02-19,8.39,NaN,51.8,20.02,7.7,NaN,NaN,NaN,18.79,24.39,56.52,84.29,NaN,NaN,97.27,4.17,43.13,34.78,11.76,NaN,330.8,63.95,240.9,22.77,15.15,57.93,16.66,NaN,4.76,23.11,15.51,NaN,NaN,NaN,25.04,NaN,NaN,NaN,22.61,15.74,NaN,26.11,5.87,NaN,NaN,2.14,NaN,NaN,31.27
2002-02-20,8.22,NaN,51.73,19.9,7.91,NaN,NaN,NaN,18.58,23.58,56.5,85.14,NaN,NaN,97.12,4.94,41.84,31.93,11.82,NaN,337.8,64.82,240.1,22.55,14.55,57.03,16.18,NaN,4.79,22.31,14.8,NaN,NaN,NaN,25.84,NaN,NaN,NaN,22.68,15.82,NaN,26.17,5.79,NaN,NaN,2.22,NaN,NaN,30.39
2002-02-21,8.3,NaN,62.08,20.02,8.54,NaN,NaN,NaN,19.1,23.98,56.23,85.16,NaN,NaN,97.75,4.95,41.57,32.26,11.83,NaN,346.15,65.68,240.75,23.33,14.75,57.16,16.39,NaN,5.74,22.23,15.16,NaN,NaN,NaN,25.41,NaN,NaN,NaN,23.04,15.94,NaN,26.3,5.79,NaN,NaN,2.28,NaN,NaN,30.31
2002-02-22,8.25,NaN,71.38,20.16,8.77,NaN,NaN,NaN,19.51,24.45,56.09,84.97,NaN,NaN,99.6,5.2,41.48,31.89,12.35,NaN,365.65,67.19,240.8,25.66,15.9,57.77,16.64,NaN,5.81,22.14,15.01,NaN,NaN,NaN,26.12,NaN,NaN,NaN,22.8,16.13,NaN,26.14,6.34,NaN,NaN,2.25,NaN,NaN,30.92
2002-02-25,8.2,NaN,65.55,19.89,8.91,NaN,NaN,NaN,19.28,24.23,56.63,85.33,NaN,NaN,101.34,5.22,41.43,32.63,12.13,NaN,369.4,66.82,238.85,25.55,16.35,58.53,16.14,NaN,5.43,22.12,15.13,NaN,NaN,NaN,25.98,NaN,NaN,NaN,22.82,16.46,NaN,26.97,6.31,NaN,NaN,2.65,NaN,NaN,30.87
2002-02-26,8.49,NaN,65.58,20.22,8.43,NaN,NaN,NaN,19.64,25.56,57.51,83.82,NaN,NaN,110.76,5.23,41.74,33.55,11.81,NaN,396.1,70.53,240.9,24.53,16.85,59.95,16.09,NaN,5.81,22.49,15.49,NaN,NaN,NaN,27.1,NaN,NaN,NaN,24.42,16.14,NaN,28.04,6.28,NaN,NaN,2.59,NaN,NaN,31.18
2002-02-27,8.49,NaN,66.4,20.76,8.08,NaN,NaN,NaN,20.12,25.15,58.6,84.12,NaN,NaN,108.21,5,42.66,35.21,11.85,NaN,372.55,67.42,246.5,23.95,16.3,59.92,16.24,NaN,5.55,22.68,15.17,NaN,NaN,NaN,25.96,NaN,NaN,NaN,23.85,16,NaN,27.39,6.21,NaN,NaN,2.48,NaN,NaN,31.35
2002-02-28,8.02,NaN,56.48,20.04,7.48,NaN,NaN,NaN,18.7,23.66,56.65,81.08,NaN,NaN,105.3,4.76,40.11,32.41,11.68,NaN,349.05,66.53,248.5,22.73,14.25,55.21,16.52,NaN,5.43,21.38,14.2,NaN,NaN,NaN,24.81,NaN,NaN,NaN,21.47,15.8,NaN,27,5.92,NaN,NaN,2.31,NaN,NaN,29.74
2002-03-01,8.18,NaN,57.6,20.03,7.98,NaN,NaN,NaN,19.15,25.23,55.25,81.98,NaN,NaN,105.2,5.05,41.91,33.69,11.83,NaN,369.2,65.25,262.7,24.65,15.1,56.48,16.85,NaN,6.13,22.2,14.47,NaN,NaN,NaN,26.82,NaN,NaN,NaN,22.02,16.13,NaN,27.44,5.94,NaN,NaN,2.37,NaN,NaN,30.61
2002-03-04,8.28,NaN,61.48,20.38,7.95,NaN,NaN,NaN,19.51,26.1,55.09,81.82,NaN,NaN,106.68,5.19,42.13,34.4,11.81,NaN,377.7,64.39,249.65,24.36,15.05,56.95,16.25,NaN,7.36,21.94,14.98,NaN,NaN,NaN,27.5,NaN,NaN,NaN,22.35,16.29,NaN,26.55,6.16,NaN,NaN,2.49,NaN,NaN,32.07
2002-03-05,8.24,NaN,62.8,20.74,8.03,NaN,NaN,NaN,20.41,26.86,54.6,81.24,NaN,NaN,105.23,4.8,42.3,35.46,11.85,NaN,386.45,63.72,247.7,24.1,14.85,59.88,15.89,NaN,8.22,21.44,15.34,NaN,NaN,NaN,27.55,NaN,NaN,NaN,21.91,16.26,NaN,25.08,5.95,NaN,NaN,2.47,NaN,NaN,33.06
2002-03-06,8.14,NaN,61.2,20.88,8.04,NaN,NaN,NaN,20.32,27.35,54.91,81.88,NaN,NaN,101.92,4.45,42.04,35.91,11.76,NaN,377.35,63.49,246.1,24.55,16.7,61.28,15.81,NaN,8.07,21.5,15.63,NaN,NaN,NaN,27.27,NaN,NaN,NaN,21.74,16.26,NaN,24.1,5.72,NaN,NaN,2.35,NaN,NaN,33.6
2002-03-07,8.35,NaN,63.95,20.67,8.18,NaN,NaN,NaN,20.25,26.99,55.15,82.12,NaN,NaN,103.08,4.47,41.88,36.87,11.83,NaN,378.85,66.52,251.2,24.09,17.05,64.47,16.07,NaN,7.54,21.81,15.69,NaN,NaN,NaN,26.94,NaN,NaN,NaN,21.78,16.27,NaN,24.72,5.79,NaN,NaN,2.34,NaN,NaN,34.57
2002-03-08,8.24,NaN,64.25,20.67,8.09,NaN,NaN,NaN,19.78,26.6,55.26,82.3,NaN,NaN,105.55,4.85,41.54,36.56,11.72,NaN,377.25,64.02,246.5,23.95,16.1,66.1,15.85,NaN,7.5,21.52,15.45,NaN,NaN,NaN,27.23,NaN,NaN,NaN,21.82,16.34,NaN,25.48,5.78,NaN,NaN,2.35,NaN,NaN,34.65
2002-03-11,8.14,NaN,62.85,20.52,7.8,NaN,NaN,NaN,19.51,25.45,53.82,81.66,NaN,NaN,105.86,4.71,41.83,36.57,11.64,NaN,358.55,63.84,239.4,23.56,15.95,66.21,15.91,NaN,7.15,21.31,15.29,NaN,NaN,NaN,26.88,NaN,NaN,NaN,21.85,16.25,NaN,25.74,5.71,NaN,NaN,2.34,NaN,NaN,33.56
2002-03-12,8.09,NaN,59.93,20.46,7.57,NaN,NaN,NaN,18.97,25.3,53.17,81.46,NaN,NaN,104.03,4.42,40.9,35.19,11.54,NaN,339.7,63.96,232.2,23,15.4,65.47,16,NaN,6.98,21.09,15.15,NaN,NaN,NaN,26.17,NaN,NaN,NaN,21.63,16.25,NaN,24.78,5.53,NaN,NaN,2.49,NaN,NaN,33.48
2002-03-13,8.1,NaN,59.75,21.09,7.6,NaN,NaN,NaN,18.88,25.63,53.54,81.05,NaN,NaN,107.33,4.47,41.38,35.88,11.74,NaN,345.7,64.72,238.5,22.76,15.5,63.37,15.99,NaN,7.28,21.38,15.16,NaN,NaN,NaN,26.64,NaN,NaN,NaN,21.66,16.47,NaN,24.89,5.62,NaN,NaN,2.46,NaN,NaN,33.06
2002-03-14,8.06,NaN,64.43,21.26,7.8,NaN,NaN,NaN,18.67,25.93,53.83,81.54,NaN,NaN,107.54,4.56,42.28,35.16,11.74,NaN,365.55,64.9,238.75,22.71,15.4,63.12,15.92,NaN,7.46,21.41,14.93,NaN,NaN,NaN,26.74,NaN,NaN,NaN,21.56,16.32,NaN,24.58,5.6,NaN,NaN,2.44,NaN,NaN,32.99
2002-03-15,8.23,NaN,71.55,21.1,8,NaN,NaN,NaN,18.9,26.63,54.74,81.21,NaN,NaN,106.68,4.67,41.72,34.61,11.75,NaN,374.15,64.74,237.4,23.34,16.7,62.42,15.8,NaN,7.51,21.29,14.71,NaN,NaN,NaN,27.65,NaN,NaN,NaN,21.97,16.24,NaN,24.83,5.61,NaN,NaN,2.62,NaN,NaN,33.01
2002-03-18,8.28,NaN,70.65,21.19,7.82,NaN,NaN,NaN,18.81,26.72,54.45,81.83,NaN,NaN,105.45,4.64,40.57,35.68,11.97,NaN,368.75,66.27,238.4,22.66,16.5,62.38,15.74,NaN,7.17,21.09,14.74,NaN,NaN,NaN,28.54,NaN,NaN,NaN,21.92,16.65,NaN,26.05,5.75,NaN,NaN,2.68,NaN,NaN,32.81
2002-03-19,8.15,NaN,67.55,20.96,7.61,NaN,NaN,NaN,18.34,25.93,53.57,82.61,NaN,NaN,106.18,4.36,40.32,34.72,11.77,NaN,352.65,66.8,232.85,22.93,16.85,61.7,15.8,NaN,7,21.19,14.67,NaN,NaN,NaN,27.73,NaN,NaN,NaN,21.99,16.5,NaN,25.04,5.69,NaN,NaN,2.55,NaN,NaN,32.15
2002-03-20,8.06,NaN,66.58,20.96,7.41,NaN,NaN,NaN,18.25,26.15,53.57,81.8,NaN,NaN,105.94,4.26,40.39,35.19,11.75,NaN,360.95,67.46,236.3,22.56,16.45,61,15.91,NaN,6.75,21.16,14.63,NaN,NaN,NaN,27.54,NaN,NaN,NaN,21.83,16.61,NaN,24.58,5.62,NaN,NaN,2.54,NaN,NaN,31.91
2002-03-21,8.04,NaN,66.53,20.89,7.57,NaN,NaN,NaN,18.29,25.8,53.35,82.17,NaN,NaN,106.37,4.46,40.42,34.6,11.69,NaN,353.55,66.17,232.85,22.42,16.45,59.75,15.75,NaN,6.66,21.1,14.46,NaN,NaN,NaN,27.75,NaN,NaN,NaN,21.47,16.64,NaN,23.31,5.6,NaN,NaN,2.62,NaN,NaN,31.95
2002-03-22,8.04,NaN,64.22,21.08,7.42,NaN,NaN,NaN,17.95,25.6,54.08,82.19,NaN,NaN,107.26,4.5,40.47,34.12,11.69,NaN,344.4,66.3,231.15,22.72,16.4,59.89,15.72,NaN,6.7,20.69,14.14,NaN,NaN,NaN,28.61,NaN,NaN,NaN,21.04,16.56,NaN,23.54,5.6,NaN,NaN,2.6,NaN,NaN,31.83
2002-03-26,7.98,NaN,63.23,21.1,7.79,NaN,NaN,NaN,17.57,26.39,53.51,81.11,NaN,NaN,106.01,4.2,39.94,33.21,11.52,NaN,332.9,63.81,229.85,22.26,16.75,57.44,15.63,NaN,6.44,20.2,13.92,NaN,NaN,NaN,28.75,NaN,NaN,NaN,21.08,16.55,NaN,22.43,5.59,NaN,NaN,2.55,NaN,NaN,31.09
2002-03-27,7.99,NaN,62.73,21.24,7.74,NaN,NaN,NaN,17.62,26.96,54.21,81.67,NaN,NaN,107.7,4.25,40.16,32.66,11.93,NaN,333.85,64.3,227.6,21.88,17.3,57.51,15.37,NaN,6.53,20.23,14.13,NaN,NaN,NaN,30.16,NaN,NaN,NaN,21.08,16.61,NaN,23.54,5.43,NaN,NaN,2.56,NaN,NaN,31.39
2002-03-28,8.11,NaN,63.03,21.82,7.97,NaN,NaN,NaN,17.37,27.38,54.39,81.38,NaN,NaN,109.1,4.22,39.84,32.29,11.83,NaN,338.55,65.86,225.15,22.53,16.7,58.57,15.48,NaN,7.09,20.09,14.26,NaN,NaN,NaN,30.52,NaN,NaN,NaN,20.75,16.69,NaN,24.06,5.48,NaN,NaN,2.51,NaN,NaN,31.89
2002-04-01,8.6,NaN,66.47,22.07,8.14,NaN,NaN,NaN,17.53,28.38,54.69,81.4,NaN,NaN,109.61,4.21,40.1,31.71,11.68,NaN,360.35,65.13,227.25,23.09,16.75,55.72,15.7,NaN,7.36,20.47,14.1,NaN,NaN,NaN,36.62,NaN,NaN,NaN,22.21,17.35,NaN,24.04,5.48,NaN,NaN,2.63,NaN,NaN,31.7
2002-04-02,8.72,NaN,66.63,21.75,8.01,NaN,NaN,NaN,16.81,27.25,54.45,82.3,NaN,NaN,111.05,4.35,40.62,31.54,11.74,NaN,368.2,64.37,222.45,23.2,16.45,55.64,15.53,NaN,7.78,20.43,14.22,NaN,NaN,NaN,38.43,NaN,NaN,NaN,21.92,16.94,NaN,23.56,5.58,NaN,NaN,2.66,NaN,NaN,31.23
2002-04-03,8.89,NaN,67.1,21.06,7.73,NaN,NaN,NaN,16.26,26.9,54.3,83.38,NaN,NaN,113.38,4.53,39.96,31.41,11.42,NaN,360.65,62.48,218.05,23.24,15.5,55.01,15.3,NaN,8.32,20.24,14.35,NaN,NaN,NaN,38.74,NaN,NaN,NaN,21.76,17.36,NaN,23.88,5.55,NaN,NaN,2.77,NaN,NaN,30.65
2002-04-04,9.1,NaN,69.18,21.05,7.96,NaN,NaN,NaN,17.39,26.93,54.2,83.14,NaN,NaN,110.18,5.38,39.79,31.39,11.26,NaN,366.55,62.6,227.7,22.89,15.55,57.04,15.27,NaN,8.57,20.57,14.24,NaN,NaN,NaN,36.99,NaN,NaN,NaN,21.98,17.08,NaN,23.89,5.59,NaN,NaN,2.82,NaN,NaN,33.17
2002-04-05,9.11,NaN,74.22,20.95,8.06,NaN,NaN,NaN,17.21,26.62,54.19,83.32,NaN,NaN,109.16,5.14,39.54,30.8,11.24,NaN,356.15,62.94,227.6,22.59,15.5,56.71,14.94,NaN,8.04,20.27,15.26,NaN,NaN,NaN,37.93,NaN,NaN,NaN,22,17.07,NaN,24.45,5.56,NaN,NaN,3.04,NaN,NaN,32.41
2002-04-08,9.22,NaN,80.5,20.94,8.03,NaN,NaN,NaN,16.74,25.93,54.11,85.84,NaN,NaN,109.57,5.09,39.5,29.16,11.26,NaN,354.3,62.73,225.75,22.47,15.6,56.63,14.39,NaN,8.04,20.14,15.16,NaN,NaN,NaN,39.25,NaN,NaN,NaN,22.53,17.1,NaN,24.36,5.6,NaN,NaN,3.07,NaN,NaN,31.76
2002-04-09,9.4,NaN,76.97,21.4,7.82,NaN,NaN,NaN,17.01,26.43,53.83,83.99,NaN,NaN,110.43,5.01,40.23,30.14,11.3,NaN,354.75,62.31,225.05,22.44,15.5,56.25,13.92,NaN,8.01,19.96,15.05,NaN,NaN,NaN,36.89,NaN,NaN,NaN,22.2,16.85,NaN,24.79,5.61,NaN,NaN,3.02,NaN,NaN,31.12
2002-04-10,9.54,NaN,77.6,21.31,7.71,NaN,NaN,NaN,16.74,25.92,52.69,84.01,NaN,NaN,111.21,4.95,40.67,31.65,11.35,NaN,360.95,62.59,224.7,22.53,15.4,59.04,13.92,NaN,8.12,19.56,15.37,NaN,NaN,NaN,35.86,NaN,NaN,NaN,22.31,16.95,NaN,25.35,5.62,NaN,NaN,2.92,NaN,NaN,33.14
2002-04-11,9.71,NaN,78.68,21.41,7.63,NaN,NaN,NaN,17.37,26.18,53.06,83.97,NaN,NaN,111.48,4.76,40.92,31.94,11.2,NaN,364.1,62.31,223.1,22.75,15.7,60.66,14.04,NaN,8.28,19.58,15.63,NaN,NaN,NaN,38.04,NaN,NaN,NaN,22.88,16.85,NaN,25.29,5.8,NaN,NaN,2.94,NaN,NaN,33.11
2002-04-12,9.57,NaN,81.58,20.96,7.54,NaN,NaN,NaN,17.01,26.32,53.28,83.8,NaN,NaN,109.67,4.91,40.66,31.99,11.16,NaN,357.7,63.25,223.75,22.55,15.95,60.9,14.4,NaN,9.16,19.56,15.33,NaN,NaN,NaN,38.02,NaN,NaN,NaN,22.94,16.76,NaN,25.99,5.88,NaN,NaN,3.01,NaN,NaN,32.88
2002-04-15,9.48,NaN,78.85,21.51,7.6,NaN,NaN,NaN,17.05,25.31,53.88,80.92,NaN,NaN,104.27,4.74,40.19,31.73,11.08,NaN,363.1,63.01,223.7,22.41,16,59.53,14.31,NaN,8.76,18.94,14.78,NaN,NaN,NaN,36.69,NaN,NaN,NaN,22.81,16.74,NaN,25.61,5.79,NaN,NaN,3.08,NaN,NaN,32.75
2002-04-16,9.28,NaN,76.93,21.19,7.51,NaN,NaN,NaN,17.05,25.77,54,82.03,NaN,NaN,104.73,4.74,39.95,31.46,11.2,NaN,356.35,61.6,211.4,22.35,16,59.57,14.15,NaN,10.04,18.95,14.59,NaN,NaN,NaN,36.56,NaN,NaN,NaN,22.58,16.74,NaN,25.26,5.73,NaN,NaN,2.98,NaN,NaN,32.13
2002-04-17,9.61,NaN,75.35,21.41,7.52,NaN,NaN,NaN,16.85,25.02,53.9,82.16,NaN,NaN,103.9,5.33,39.83,31.79,11.25,NaN,352.35,61.98,207.8,22.26,16.35,61.8,14.19,NaN,9.42,18.8,14.43,NaN,NaN,NaN,36.46,NaN,NaN,NaN,22.71,16.51,NaN,24.49,5.86,NaN,NaN,2.97,NaN,NaN,33.59
2002-04-18,9.88,NaN,76.45,21.48,7.57,NaN,NaN,NaN,16.9,24.7,53.5,81.58,NaN,NaN,103.27,5.59,40.14,32.47,11.36,NaN,354.75,63.12,205.4,21.73,16.4,61.9,14.24,NaN,9.14,19.05,14.19,NaN,NaN,NaN,37.21,NaN,NaN,NaN,22.75,16.14,NaN,24.56,6.18,NaN,NaN,3.06,NaN,NaN,34.43
2002-04-19,9.82,NaN,72.05,21.87,7.52,NaN,NaN,NaN,16.65,23.41,54.02,80.88,NaN,NaN,102.26,5.19,39.92,31.38,11.32,NaN,352.75,60.68,203.1,21.05,16.1,60.17,14.12,NaN,8.82,18.87,13.98,NaN,NaN,NaN,37.01,NaN,NaN,NaN,22.51,15.51,NaN,24.68,6.19,NaN,NaN,3.11,NaN,NaN,31.09
2002-04-22,9.97,NaN,73.83,22.35,7.32,NaN,NaN,NaN,16.53,23.16,54.12,80.8,NaN,NaN,102.34,5.4,39.67,31.5,11.09,NaN,355.55,60.8,208.45,21.16,16.4,61.58,14.27,NaN,8.79,18.65,13.43,NaN,NaN,NaN,36.47,NaN,NaN,NaN,22.28,15.11,NaN,24.06,6.13,NaN,NaN,3.06,NaN,NaN,31.16
2002-04-23,10.22,NaN,79.53,21.85,7.37,NaN,NaN,NaN,16.22,23.7,53.91,80.77,NaN,NaN,102.55,5.72,39.86,30.94,11.24,NaN,355.85,61.51,210.35,20.73,16.25,61.39,14.14,NaN,8.8,18.71,13.19,NaN,NaN,NaN,36.74,NaN,NaN,NaN,22.31,15.43,NaN,24.62,6.11,NaN,NaN,3.06,NaN,NaN,30.27
2002-04-24,10.24,NaN,80.22,22.01,7.38,NaN,NaN,NaN,16.56,23.83,53.69,80.69,NaN,NaN,103.9,5.7,39.96,29.89,11.25,NaN,369.95,61.96,209.35,20.98,16.2,60.69,14.19,NaN,9.39,18.86,13.61,NaN,NaN,NaN,37.38,NaN,NaN,NaN,22.33,15.73,NaN,24.73,6.15,NaN,NaN,3.27,NaN,NaN,30.59
2002-04-25,10.5,NaN,76.08,21.76,7.43,NaN,NaN,NaN,16.35,23.1,54.24,78.53,NaN,NaN,103.45,5.72,39.88,28.64,11.12,NaN,366.35,62.02,208.6,20.4,16.05,59.31,13.62,NaN,9.24,18.56,13.32,NaN,NaN,NaN,36.82,NaN,NaN,NaN,22.33,16.01,NaN,25.11,6.27,NaN,NaN,3.19,NaN,NaN,29.8
2002-04-26,10.87,NaN,75.83,21.69,7.37,NaN,NaN,NaN,16.17,23.24,54.07,80.17,NaN,NaN,101.42,5.91,39.54,28.86,11.21,NaN,360.2,61.84,207.2,20.75,15.85,59.47,13.75,NaN,9.01,18.98,13.42,NaN,NaN,NaN,35.26,NaN,NaN,NaN,22.3,15.83,NaN,24.93,6.36,NaN,NaN,3.32,NaN,NaN,29.75
