Date,OMXS30_ABB,OMXS30_ADDT_B,OMXS30_ALFA,OMXS30_ASSA_B,OMXS30_AZN,OMXS30_ATCO_A,OMXS30_BOL,OMXS30_ERIC_B,OMXS30_SHB_A,OMXS30_HM_B,OMXS30_HEXA_B,OMXS30_INDU_C,OMXS30_INVE_B,OMXS30_NIBE_B,OMXS30_NDA_SE,OMXS30_SAAB_B,OMXS30_SAND,OMXS30_SCA_B,OMXS30_SEB_A,OMXS30_SKA_B,OMXS30_SKF_B,OMXS30_SWED_A,OMXS30_TEL2_B,OMXS30_TELIA,OMXS30_VOLV_B,OMXC20_NOVO_B,OMXC20_DANSKE,OMXC20_DSV,OMXC20_MAERSK_B,OMXC20_CARL_B,OMXC20_COLO_B,OMXC20_GMAB,OMXC20_TRYG,OMXC20_GN,OMXC20_JYSK,OMXC20_NDA_DK,OMXC20_AMBU_B,OMXC20_RBREW,OMXC20_NKT,OMXC20_SYDB,OMXH25_ELISA,OMXH25_FORTUM,OMXH25_HIAB,OMXH25_HUH1V,OMXH25_KEMIRA,OMXH25_KESKOB,OMXH25_KNEBV,OMXH25_KCR,OMXH25_NESTE,OMXH25_NOKIA,OMXH25_TYRES,OMXH25_NDAFI,OMXH25_ORNBV,OMXH25_OUT1V,OMXH25_SAMPO,OMXH25_STERV,OMXH25_TIETO,OMXH25_UPM,OMXH25_WRT1V
2018-12-13,180.5,42.9,197.2,165.6,709.4,53.55,203.55,82.7,102.7,155.2,60.83,184.55,97.5,24.16,78.15,84.9,123.11,72.68,88.78,143.95,133.5,205.1,110.65,42.72,118.15,152.48,139,500.4,7842.67,722.2,632.8,1067.5,128.14,249.3,253,57,154.3,488,79.34,160.5,36.58,19.71,31.06,28.58,9.64,12.31,43.14,28.42,23.73,5.28,27.48,7.59,30.24,3.62,7.03,10.54,24.2,22.83,14.13
2018-12-14,178.7,42.4,194.55,163.15,706.2,52.63,201.65,82.2,102.9,156.12,59.34,184.25,97.03,23.84,78.8,83.53,122.2,72.3,88.2,144.15,133.25,205,110.65,43.48,117.6,155,138.05,491.9,7748.51,719,631.6,1068.5,128.53,250.1,252.1,57.3,158.2,488.2,79.38,159.7,36.82,20.31,28.48,28.36,9.87,12.34,42.55,27.31,23.95,5.28,26.89,7.68,30.49,3.55,7.11,10.6,23.4,22.93,13.92
2018-12-17,175.1,41.8,193.65,160.25,699.3,52.44,199.7,81.26,102.55,142.8,59.1,181.15,95.8,23.73,78.49,82.5,121.16,71.48,88.02,143.15,132.9,203,111.9,43.47,116.6,152.5,135.4,482.4,7584.62,711.8,628,1067,128.37,255,250.9,57.15,161.4,485.2,82.17,159.2,37.35,20.13,27.14,28.22,9.76,12.28,41.93,26.98,23.53,5.22,27,7.66,30.33,3.55,7.07,10.38,23.24,22.53,14.04
2018-12-18,176.65,41.1,195.95,159.25,696,52.96,200.4,80.66,102.6,138.62,58.31,179.75,95.3,23.57,78.23,82.7,122.11,71.2,87.7,141.6,134.5,201.1,111.1,43.05,117.15,150.75,137.55,479.8,7556.72,708,626.8,1038.5,125.89,256.1,248.4,56.54,162.5,465,80.23,153,37.46,19.9,27.28,27.22,9.65,11.9,42.05,26.64,23.42,5.12,26.84,7.61,30.18,3.53,7.04,10.37,23.28,22.89,14.12
2018-12-19,176.1,41.3,196.05,160.5,694.2,52.45,200.6,80.46,102.55,136.12,58.93,181.7,96.65,23.42,78.07,81.08,121.25,73.02,88.18,144.05,133.5,201.9,112.45,43.42,118.6,148.38,134.5,457.4,7434.67,715.8,625.8,1060,127.67,258.1,245.7,56.21,162.8,467.6,80.84,151.9,37.79,20.31,27.9,27.61,9.89,12.06,42.56,26.73,23.57,5.13,26.93,7.56,30.92,3.5,7.08,10.62,23.32,23.24,14.26
2018-12-20,169.3,39.8,190,158.35,689,51.33,192.4,78.68,100.05,131.74,58.07,177.85,94.88,22.9,76.07,79.72,119.68,70.04,87.14,141.1,130.25,199.9,107.4,42.84,116.1,149.53,129.25,439.5,7216.72,713.2,612.8,1064,127.13,239.6,236,55.53,155.2,462.4,77.96,146.9,36.1,19.62,27.66,26.88,9.73,11.98,42.38,26.17,22.59,5.05,26.66,7.42,30.93,3.35,7.02,10.11,23.34,22.22,13.84
2018-12-21,168.95,39,188.5,157.45,685.2,51.69,190.18,77.94,97.28,128.6,58.3,175.85,93.78,22.6,76.3,78.4,118.82,69.16,86.06,140.55,130.85,197.2,108.35,42.46,114.9,148.1,128.25,432.2,7103.38,701,608.2,1070.5,125.42,244.6,229.6,55.19,157.1,453.2,74.56,150,36.7,19.36,27.78,26.83,9.9,12.06,41.44,26.23,22.36,5,26.69,7.4,30.72,3.28,6.95,10.33,23.28,22.04,13.7
2018-12-27,165.05,38.65,188.85,155.85,661.8,51.9,189.1,75.4,96.44,125.02,57.04,176.05,92.13,22.14,74.43,75.33,118.82,67.96,84.86,138.55,131.2,194,106.25,41.15,113.9,146.5,126.2,430.2,6915.08,685.4,600.2,1049,125.03,241.7,229.1,54,153.5,443.8,69.65,150.7,35.62,18.65,26.74,26.55,9.82,11.69,41.98,25.81,22.24,4.83,26.43,7.25,30,3.18,6.86,10.12,23.12,22.06,13.74
2018-12-28,170.65,39.55,189.65,158.15,673.7,52.63,191.98,77.92,98.3,126.02,58.29,179.2,93.9,22.73,74.58,76.95,120.25,68.72,86.1,141,134.45,197.75,112.95,41.98,115.95,148.95,128.9,429.2,7134.77,692.6,605,1067.5,127.29,243.3,235.2,54.23,156.6,449,72.08,155.1,36.08,19.1,26.72,27.07,9.85,11.78,41.64,26.39,22.45,5.03,26.82,7.27,30.28,3.2,6.99,10.09,23.58,22.15,13.9
2019-01-02,169.2,39.6,188.2,156,677.6,52.6,187.04,77.14,98.7,127.06,58.81,178.85,93.38,22.91,75.75,76.85,119.68,68.98,86.22,140.95,131.65,198.05,110.5,42.16,115.4,152.15,128.7,441.5,7230.67,699,611.2,1024.5,127.98,255.6,234.5,55.49,162.6,455.8,75.77,157.5,36.81,19.32,27.96,28,9.93,11.94,41.84,26.49,23.07,5.01,27.08,7.43,31.06,3.3,6.97,10.21,23.94,22.06,13.66
2019-01-03,168.2,39.15,184.3,154.45,694.5,51.25,182.92,74.96,98.78,126.2,56.11,177.5,92.75,22.52,76.09,74.4,116.78,66.84,86.88,140.85,130.1,198.2,111.45,42.74,113.85,155,128.4,428.7,7108.62,693.8,595,1023,127.98,247,234.5,55.25,155.7,453,73.26,154.5,37.56,19.12,27.3,27.51,9.96,12.04,41.77,26.02,23.38,4.91,26.47,7.41,31.28,3.26,6.93,9.95,24.06,21.72,13.41
2019-01-04,171.6,40.65,192.05,158.25,702.3,54.38,194.28,76.76,100.8,130.48,57.44,181.7,95.35,23.1,78.83,78.88,123.35,69.6,89.34,144.6,136.45,203.6,112.95,42.95,118.9,156.32,133.85,444.9,7488.72,710.2,601,1066,127.75,260.7,244.7,57.7,157.7,462,74.31,158.8,37.91,19.24,28.2,27.87,10.25,12.22,42.38,27.52,24.93,5.1,27.77,7.74,32.1,3.57,7.09,10.51,24.38,22.65,14.09
2019-01-07,170.75,42.15,194.1,159.8,693.1,55.5,197.08,78.12,99.72,130.58,58.86,180.95,95.78,23.38,78.38,77.75,124.68,69.8,87.68,146.25,141.55,203.9,112.25,42.81,117.65,156.2,133.5,460.2,7593.33,700,609.4,1094.5,126.28,265.3,244.7,57.17,165.5,461.6,77.47,157.9,37.95,18.89,29.02,27.71,10.26,12.25,42.24,27.48,24.63,5.21,27.77,7.69,32.37,3.71,7.04,10.53,24.16,22.89,14
2019-01-08,173.45,41.85,196.75,161.25,683.7,56.38,200.1,78.96,99.04,133.9,59.29,183.5,97.6,24,79.09,79.43,128.01,70.62,88.62,147.8,143.25,204.3,113.6,42.88,121.65,157.25,132.85,476.9,7685.74,697.4,607,1100.5,126.59,276.1,243.5,57.85,154.7,467.8,79.42,158.2,38.48,19.06,29.12,27.97,10.4,12.27,43.4,28.15,25.06,5.26,28.17,7.76,32.26,3.77,7.13,10.67,24.4,23.31,14.12
2019-01-09,175.7,42.75,197.3,161.7,681.7,56.6,205.6,81.46,99.12,134.48,59.63,184.6,97.85,24.26,79.73,80.03,129.29,72.68,88.8,150.15,145.5,205.5,112.6,42.84,122.05,158.55,131.25,475.1,7840.92,697,606.8,1112,126.9,276.8,241.5,58,157.3,464.6,79.42,157.7,37.91,18.85,29.3,28.4,10.51,12.26,43.7,28.72,25.24,5.33,28.19,7.79,33.31,3.9,7.19,10.89,25.12,23.67,14.37
2019-01-10,176.55,42.85,197.25,159.45,679.5,56.24,206,78.3,100.65,135.18,59.31,184.5,98.53,24.25,79.96,80.18,127.53,74.62,90.06,151.75,145,208.4,112,42.87,121.05,157.28,127.75,474.2,7743.28,703.2,601.6,1084.5,127.83,277.6,245.7,58.28,156,464.6,79.34,157.9,38.22,18.91,29.5,28.3,10.45,12.21,43.44,28.74,25.35,5.29,28.18,7.82,33.71,3.84,7.23,11.03,25.2,23.84,14.27
2019-01-11,173.1,41.9,197.85,159.25,667.1,55.86,203.35,76,100,134.84,60.11,183,98.5,24.2,79.77,79.4,128.01,74.12,89.54,153.95,144.95,209.4,112.7,42.6,120.75,157.18,129.55,480.5,7610.77,717.2,600.8,1071.5,126.59,275.6,244.9,58.11,158.6,470.8,77.63,156.5,38.11,18.75,29.1,27.55,10.45,12.29,43.31,28.6,25.5,5.27,27.78,7.79,31.21,3.82,7.25,11.12,24.52,24.08,14.31
2019-01-14,172.85,41.15,194.15,159.15,644.5,55.78,204,75.48,99.9,132.06,59.51,181.25,98.08,24.46,80.02,77.45,127.53,73.8,89.74,152.9,144.25,210.3,111.25,42.22,120.8,151.65,130,475.9,7631.69,711.2,592.2,1041.5,124.49,270.6,245,58.2,154,464.4,76.3,155,38.13,18.6,28.9,27.74,10.56,12.35,42.34,28.29,25.53,5.24,28.38,7.82,31.77,3.74,7.24,11.02,23.96,23.96,14.06
2019-01-15,172.55,41.15,195.3,160.25,646.4,55.29,203.75,75.52,98.28,131.18,59.61,180.75,98.1,24.69,79.79,77.13,127.2,74.92,89.46,151.85,143.8,209.6,111.05,41.97,121.35,154.48,128,472.7,7617.74,719,595.4,1033.5,124.64,273.9,242.5,58.08,144.5,468.2,77.23,152.9,37.87,18.94,28.28,27.91,10.47,12.37,42.87,28.32,25.91,5.25,28.39,7.79,31.26,3.76,7.2,11.13,24.5,24.35,14.08
2019-01-16,172,41.85,194.45,162.15,644.2,55.96,211.05,75.76,100.15,133.7,61.37,182.75,98.15,24.79,80.72,77.68,128.63,76.8,90.82,154.25,145.8,211.8,111.05,41.74,122,153.75,128.75,500,7668.31,722,604.6,1037,127.36,281.4,246.4,58.65,142.1,465.6,78.4,157.5,37.94,18.75,29.88,28.07,10.49,12.59,43.33,29.02,26.31,5.17,28.59,7.87,31.29,3.91,7.35,11.69,24.7,25.09,14.33
2019-01-17,170.7,42.2,196.95,164.3,651.8,56.05,211.95,75.9,100.05,134.1,61.59,183.85,98.1,24.99,80.86,77.25,129.1,77.8,90.5,155.05,146,212.2,113.15,41.7,122.1,155.35,127.4,513,7614.26,727.2,609.8,1049,127.52,279.8,243.8,58.7,140.9,462.4,78.24,157.2,38.56,19.12,30.06,28.1,10.48,12.83,43.28,29.44,26.07,5.22,28.52,7.87,31.08,3.88,7.35,11.78,24.5,25.3,14.17
2019-01-18,174.5,43.25,201.4,167.75,659.5,57.24,217.65,77.08,100.85,136.74,63.87,187.7,100.25,25.59,82,77.93,132.53,77.78,91.94,158.2,148.4,214.4,114.7,42.15,125.15,157.55,126.5,510.6,7776.41,738.4,616,1018.5,129.38,279.5,243.8,59.8,142,464.6,79.42,157,38.66,19.35,30.36,27.99,10.49,12.92,43.98,30.01,26.29,5.3,29.3,8,31.24,4.04,7.43,11.79,24.9,25.63,14.46
2019-01-21,174.7,43.95,198.05,167.95,666.1,57.4,214.35,76.2,100.7,134.56,63.53,187.4,100.3,25.88,81.95,77.63,134.58,78.02,91.6,158.3,146.05,213.9,113.6,41.91,123.85,156.53,129,517.6,7792.1,735,605.8,1034.5,130.08,285.7,249.7,59.59,148,472,79.94,155.3,39.6,19.48,29.96,27.99,10.56,12.75,44.23,30.08,26.8,5.34,29.45,8,31.42,3.99,7.46,11.87,24.82,25.83,14.41
2019-01-22,172.7,44,196.15,167,657.4,56.53,213.75,76.42,100.15,134.86,63.07,186.95,99.93,25.81,81.75,76.13,133.48,77.96,91.24,158.45,145.75,211.4,113.55,41.66,122.5,158,126,516.6,7567.18,729.6,607,999.2,132.02,291.4,249.6,59.25,149.6,478,79.42,156.8,39.58,19.68,29.86,27.9,10.49,12.85,44.1,30,26.33,5.26,29.37,7.97,31.25,3.8,7.42,11.91,24.72,25.92,14.26
2019-01-23,171.45,44,195.25,166,663,55.78,215.05,76.52,100.75,133.14,62.99,187.65,100.08,25.56,82,76.38,131.82,76.94,90.74,159.3,144.8,207.4,113.55,41.83,120.85,155.68,125,525.2,7581.13,727.2,612,985,129.93,289.2,249.2,59.55,154.9,484.8,79.9,157.4,39.46,19.97,29.2,27.73,10.39,12.88,44.35,28.77,26.31,5.31,28.72,8.01,31.36,3.81,7.37,11.82,24.9,25.52,14.07
2019-01-24,172.8,43.5,196.4,164.9,657.6,56.81,214.55,78.58,100.35,134.16,63.43,184.9,99.93,25.43,82.94,76.5,133.58,77.08,91.6,159,146.15,210.2,113.8,41.69,120.95,154.45,122.55,529,7542.77,735.2,609.8,966,131.25,286.9,250.1,60.1,157.7,491.4,82.01,157.3,39.37,20.21,29.5,27.79,10.35,12.89,42.73,29.5,27.01,5.43,29.39,8.07,31.73,3.92,7.47,11.84,25,25.54,14.27
2019-01-25,175.9,43.5,200.2,167.8,649.2,57.33,219.5,81.08,100.45,134.24,64.07,186.1,99.63,25.49,83.01,77,136.57,78.34,92.6,161.3,150.1,211,115.75,39.78,125.2,151.53,125.2,529,7659.59,730.4,598.2,950.6,131.32,290.5,252.7,60.31,161.1,477.4,88.01,158.2,39.01,19.76,29.82,28.84,10.75,12.7,43.02,30.26,26.88,5.74,29.51,8.05,31.47,4.01,7.37,11.96,25.26,25.98,14.52
2019-01-28,173.15,43.5,198.9,166.4,643.3,58.6,217.35,79.02,99.78,133.2,62.57,184.7,97.55,25,82.45,76.1,136.48,77.58,91.14,160.35,149.55,209.3,115.2,39.69,124.5,150.43,122.5,527.4,7577.64,730,598.8,974.2,130.24,290,248.5,59.36,159.7,469.2,89.63,154.2,38.91,19.51,29.64,28.5,10.63,12.7,42.22,29.92,26.45,5.63,28.98,7.98,30.66,3.9,7.32,11.77,25.18,25.72,14.5
2019-01-29,172.95,44.1,202.3,168.25,646.9,59,219.2,80.22,98.4,138.94,63.57,186,98.48,25.74,82.12,76.5,138.81,78.9,90.9,162.45,156.4,204.3,115.55,39.93,126.5,151.53,122.4,526.2,7582.87,740.2,597.8,960,131.4,290,247.7,59.05,157.2,484.6,94.33,154,39.3,19.99,29.68,28.64,10.65,12.65,42.4,30.34,26.64,5.7,28.57,7.93,30.98,3.86,7.33,11.88,25.28,25.8,14.98
2019-01-30,173.3,44.5,204.8,167.95,654.5,59.13,223.85,80.08,98.76,137.6,63.63,185.7,99.25,25.9,82.64,79.28,138.29,79.52,95.24,160,154.8,205.8,114.4,39.71,126.4,153.15,122.75,532,7626.46,736.8,596,954.8,130.86,282.7,249,59.31,159,486.6,96.27,153.6,38.54,19.86,29.38,28.7,10.71,12.61,41.8,30.39,27,5.68,28.2,7.96,30.8,3.86,7.28,11.85,25.3,26.01,14.82
2019-01-31,172.25,44.55,204.8,168.25,663,58.88,225.8,80.36,98.2,140.6,63.09,186.15,99.28,25.68,82.17,78.08,137.34,79.46,94.8,158.15,151.85,205.1,112.9,39.38,130.05,152.1,120.5,519.4,7551.49,745.4,595.2,947.2,129.15,280.8,244.5,58.72,172.6,490.4,95.38,150.6,36.55,19.82,29.18,28.67,10.61,12.56,42.39,30.18,26.71,5.51,29.02,7.93,30.83,3.75,7.27,11.7,25.02,25.26,14.23
2019-02-01,174.3,44.6,208,170.75,664.4,59.8,228.2,80.2,98.5,141,62,187.95,100.63,25.99,82.5,78.65,138.38,79.34,95.84,159.5,153.1,204.9,113.25,39.45,130.6,158.73,126.8,533.6,7602.05,755.4,603.8,958.8,130.94,278.7,250.3,59.42,160,497.8,94.9,151.9,36,19.95,29.42,29,10.59,12.61,42.81,30.66,26.77,5.4,29.52,7.97,31.31,3.81,7.38,11.5,24.74,25.94,14.3
2019-02-04,175.15,44.1,208.5,171.45,668.6,60.11,226.6,79.78,98.48,141.5,61.64,186.6,100.95,26.3,82.71,79.03,138.34,80.94,96.42,159.55,152.4,206.3,113.5,39.17,130.75,157.35,123.9,522.4,7685.74,752.2,611.8,956.2,131.4,281.4,249.3,59.06,156,500,92.63,152.5,36.11,20.04,29.28,29.06,10.6,12.58,43.2,30.45,27.27,5.27,29.28,7.93,31.69,3.73,7.36,12.09,25.12,26.83,14.56
2019-02-05,178.65,45.45,195.35,183.5,677.8,60.64,230.55,79.4,99.62,145.66,60.57,187.8,101.78,26.99,83.08,79.75,138.81,80.06,97.8,163.55,153.9,209.1,114.4,39.69,131.15,160.15,126.5,527.6,7720.62,750.8,640.2,973,132.88,291,251,59.59,161.9,509,92.3,152.3,37.3,20.37,29.64,29.33,10.76,12.82,44.17,30.98,27.4,5.3,29.75,8.01,32.11,3.94,7.46,12.28,25.54,27.55,14.53
2019-02-06,179.7,46,196,188.05,681.3,61.36,231.35,81.36,96.7,141.9,65.71,188.15,102.1,26.83,84.45,79.5,139.91,81.44,96.78,163.7,154.35,207.9,114,39.59,132.15,159.6,125.85,531.2,7710.15,778.6,623.4,957.4,132.64,289.4,252.9,60,162.4,510,94,151.9,37.18,21.06,30.14,29.65,11.07,12.84,44.72,31.21,28.15,5.32,30.02,8.1,32.51,4.01,7.52,12.41,26.7,27.78,14.6
2019-02-07,178.1,47.7,189.45,189.1,682.1,59.58,227.65,80.1,96.5,137.54,64.54,186.55,100.78,26.48,83.48,78.22,136,80.1,95.74,161.1,149.6,206.5,114.15,39.35,129.45,160.15,125,523.8,7575.9,782.2,629,954.8,133.11,289.6,252.4,59.9,154.3,517,93.11,150.1,36.75,20.67,29.14,28.95,10.93,13.08,44.47,29.91,28.49,5.24,29.71,7.97,31.91,3.5,7.67,12.11,25.54,27.21,13.97
2019-02-08,175.7,45.9,191.75,188.5,688.1,60.08,225.9,81.26,96.6,137.5,65.79,185.4,100.48,26.26,83.17,76.93,134.96,78.84,95.02,150.4,147.8,206.5,113.85,38.97,128.4,159.73,120,521,7333.54,779.6,625.2,961.4,133.03,287,249.2,59.1,151.5,511,89.3,149,36.8,20.52,32.3,28.56,10.85,13.13,43.64,29.95,28.83,5.39,28.78,7.93,32.58,3.17,7.66,11.61,25.48,26.53,13.97
2019-02-11,176.65,46.9,194.15,185.6,685.2,60.51,229.45,82.8,98.12,140.42,66.96,185.85,101.88,26.48,83.23,78.65,136.53,79.12,95.48,158.7,148.95,208,114.9,39.55,129.65,161.07,121,530.6,7394.56,788.8,619,967.4,132.49,293.4,250.1,59.21,153.6,504,92.06,148.6,36.98,20.36,34.08,29,11.51,13.15,43.61,30.5,28.88,5.47,28.72,7.93,32.55,3.41,7.7,11.85,25.54,26.83,14.23
2019-02-12,176.8,46.7,193.7,184.55,691.2,61,229.75,83.76,99.86,141.64,66.26,184.6,102.13,26.5,84.07,77.83,137.91,79.72,95.92,161.05,150.35,207.1,114.75,39.38,132.35,162.5,123.95,533.8,7488.72,788.2,620,976.2,133.58,305.7,256.8,59.88,159,502.5,93.6,151.2,36.59,20.16,33.58,29.37,11.3,13.04,43.46,30.4,29.09,5.44,28.91,8.03,29.2,3.29,7.7,12.09,25.5,26.6,14.11
2019-02-13,177,47.35,198,185.9,685,60.28,234.3,86.18,100.9,141.3,66.14,185.1,102.85,26.88,84.12,78.63,138.34,80.74,95.7,162.4,152.65,206.2,118.5,39.4,132.25,162.5,122.8,517.8,7532.31,787,620.6,997.6,134.2,305.8,255.4,60.24,160.2,507.5,94,152.5,37.01,19.95,32.56,29.43,11.29,12.84,43.93,30.36,28.8,5.57,29.83,8.07,29.11,3.34,7.72,12.17,25.68,26.86,14.27
2019-02-14,179.95,46.9,199.2,186.15,741.5,61.03,233.05,86.34,101.25,138.42,66,184.2,102,27.29,83.65,80.6,139.91,80.16,95.34,162.9,153.4,205.3,120.05,39.44,132.9,164.25,122.5,523.6,7804.31,794.8,628.2,1006,133.81,302,255.5,59.34,156.7,513,94,151.2,36.6,20.08,32.18,32.5,11.34,12.97,44.02,30.3,29.01,5.54,30.11,7.97,29.5,3.32,7.69,12.02,25.48,26.73,14.38
2019-02-15,182.6,46.25,198.9,188.95,753.1,62.89,238.9,86.68,102.65,136.38,67.34,187.35,103,27.01,84.9,85.43,143.86,81,98.16,162.6,156.3,209.6,118.45,39.73,135.25,165.35,124.4,535.6,7884.51,797.4,627.4,1014,134.2,299,259.9,60.7,160.7,505.5,94.41,152.2,35.91,19.67,31.84,33,11.26,12.92,44.55,30.15,29.13,5.57,30.12,8.1,29.2,3.35,7.71,12.15,25.5,26.81,14.24
2019-02-18,182.05,47.35,201.3,189.6,745.7,62.41,238.5,85.78,102.75,137.04,68.06,189.2,103.18,28.04,85.98,83.8,142.43,81.6,97.76,161.75,155.85,209,118.3,39.83,134.45,166.25,126.65,535.2,7877.54,798.6,626.6,1011,134.9,296.8,260.7,61.36,158.4,509,95.95,154.1,36.26,19.75,32.46,33.02,11.64,13.06,44.72,31.12,29.09,5.54,30.15,8.22,29.44,3.42,7.73,12.21,25.2,27.01,14.63
2019-02-19,183.95,47.45,201.5,189.6,750.5,62.36,237.95,84.72,103.7,138,67.8,189.45,103.68,28.3,86.35,81.63,141.24,81.66,99.1,161.45,155.4,210.8,119.35,39.94,134.2,163.5,126.1,535.2,7976.92,789.4,627,990,134.97,285.9,254.5,60.88,158.5,504,94.9,151.6,36.28,19.58,32.24,32.16,11.8,13.07,44.4,30.21,28.74,5.4,29.96,8.17,28.72,3.42,7.73,11.93,25.12,26.75,14.36
2019-02-20,186.45,47.1,205.9,192.75,758.8,63.75,245.9,85.26,103.7,139.94,68.99,191.65,104.85,28.63,84.7,82.5,145.05,83.36,94.96,164.25,159.65,182.05,120.5,40.15,138.25,163.55,126.4,540,8165.23,795,638,1008,136.22,284.7,257.9,59.9,159.4,503.5,96.68,151.9,36.36,19.63,32.92,32.26,11.98,12.88,44.75,30.77,28.73,5.35,30.87,8.03,29.62,3.55,7.79,11.96,25.18,26.91,14.68
2019-02-21,188.05,47.45,206.1,193.1,753.8,63.01,248.5,86.1,103.1,139.64,68.3,190.75,104.5,28.59,80.9,82.55,144.9,83.4,91.12,164.35,159.1,165.05,121.95,40.44,137.65,163.48,121,546,7338.77,799.8,645,1077.5,137.23,280.3,255.3,57.31,159,509,96.03,150.3,36.85,19.2,32.08,32.04,11.91,12.88,44.64,30.73,28.85,5.39,30.75,7.64,29.65,3.48,7.65,11.6,25.4,26.25,14.65
2019-02-22,189.2,48.95,208.4,193.1,764.7,63.71,251.85,87.78,103.85,139.96,69.36,193.2,104.75,28.84,81.79,82.4,146.47,84.52,93.24,166.5,160.1,171.4,121.7,40.65,138.5,163.45,120.7,548,7703.18,800.2,637.4,1069,137.3,281.6,254.8,57.29,159.3,507.5,97.65,150.4,36.63,18.95,31.94,31.76,11.87,12.79,44.6,30.57,28.84,5.44,30.68,7.7,30.14,3.54,7.62,11.8,25.54,26.67,14.28
2019-02-25,189.8,48.8,205.2,192.9,775.8,64.08,251.75,86.48,104.55,138.26,69.84,192.3,103.8,28.9,82.09,81.9,146.76,85.08,93.56,165.75,160.55,173.4,120.55,40.48,138.5,162.5,125.4,548,7839.18,802.6,640.6,1101,138.31,283,255.6,58.14,151.2,504.5,95.46,151.9,36.85,18.8,32.28,32.3,11.78,12.83,44.85,31.14,28.72,5.41,31.18,7.77,30.46,3.58,7.65,12.21,25.5,27.27,14.26
2019-02-26,190.25,49.5,204.5,192.6,783.6,63.51,253.55,86.68,104.8,139.54,69.7,192.95,103.5,29.25,81.71,81.08,146.43,86.54,93.1,166.4,160.05,166.6,121.8,40.48,138.3,162.8,125.3,546.6,7708.41,811.8,640.2,1140,139.87,286.6,247.5,57.7,153.4,502.5,94.41,149.4,36.94,19,32.28,32.92,11.97,12.9,44.87,31.53,29.13,5.4,31.32,7.73,31.01,3.62,7.73,12.37,25.54,27.57,14.24
2019-02-27,187.45,49.2,202,190.75,783,63.21,253.55,85.1,105.4,138.36,69.1,192.55,102.48,28.86,83.57,80.78,144.9,85.78,94.2,166.25,157.6,169.1,122.05,40.24,136.65,160.88,130,545,7701.44,793.2,636.2,1126,139.17,324,251,59.22,151.3,478.8,92.95,158.9,37.42,19.38,32.06,32.17,11.96,13.01,43.08,31.37,28.83,5.34,31.33,7.94,30.96,3.56,7.7,12.22,26.04,27.34,14.36
2019-02-28,182.9,49.85,202,191.05,765.2,62.56,252.75,84.54,105.35,139.78,69.4,192.35,103.13,28.89,83.76,79.18,144.43,85.16,94.02,166.6,155.45,169.7,121.65,40.09,136,160.93,130.5,545.6,7706.67,794.6,653.8,1133.5,138.86,316.1,256.9,59.46,153.8,485,98.38,156.2,36.89,19.52,31.44,31.83,11.76,13.12,42.97,30.85,28.17,5.32,31.1,8,31.41,3.5,7.7,11.79,26,26.52,14.28
2019-03-01,180.95,49.75,202.3,192.4,768.4,63.2,252.15,85.52,105.8,138,70.2,192.15,102.98,29.03,84,79.28,146.95,86.02,94.76,166.2,158,170.9,121.65,39.88,136.5,162.9,129.9,549,7582.87,804.4,661,1161,138.86,313.1,255.2,59.87,153,495.8,104.22,152.8,37.71,19.45,32.54,32.1,11.89,13.41,43.68,31.73,30.17,5.33,31.82,8,32.38,3.6,7.83,12.26,26.04,27.44,14.65
2019-03-04,180.65,49.9,204.6,196.3,774,63.48,254.1,86.58,105.6,136.38,70.99,193.2,104.38,29.45,81.08,80,148.04,86.32,94.22,167.4,158.8,173.2,122.5,40.25,138.25,162.35,129.55,559.6,7687.49,812.6,673.4,1180,139.01,313.6,253.9,57.38,154.2,502.5,106.73,152.7,38.09,19.54,32.5,32.34,11.88,13.65,44.11,32.01,30.25,5.33,31.79,7.68,32.92,3.61,7.67,12.39,26.24,27.56,14.92
2019-03-05,181,49.15,202.7,195.6,782.3,63.6,253,86.32,105.35,137.42,70.2,192.95,104.18,29.44,82.25,78.88,145.95,85.94,93.88,167.65,157.35,173.5,122.95,40.43,137.9,164.05,128.5,555.4,7715.38,814,676.8,1178,139.4,313.5,254.1,58.35,156.3,504.5,103.24,151,37.77,19.65,32.48,32.32,11.91,13.29,43.59,31.97,30.33,5.38,31.88,7.8,33.04,3.6,7.65,12.17,26.86,26.99,14.71
2019-03-06,179.6,48.6,199,194.55,779,61.94,253.25,85.94,104.65,135.24,69.16,191.55,102.65,29.25,81.25,78.43,145.05,85.02,93.26,167.5,155.65,173.95,122.3,40.33,136.25,162.43,129.25,556.2,7703.18,817.4,678,1166.5,138.78,310.7,254.3,57.79,154.4,501.5,103.57,149.2,37.84,19.43,32,32.1,11.89,13.25,43.45,31.56,30.37,5.35,31.56,7.73,33.02,3.58,7.62,12.13,27.34,26.86,14.41
2019-03-07,178.25,48.45,195.6,191.9,780.7,60.24,245.3,85.72,104.4,136.16,67.13,192.15,101.98,28.9,81.12,76.9,141.81,83.38,92.9,165.65,152.5,172.95,124.3,40.69,134.7,163.68,127.65,555,7450.36,823,680,1154,137.85,309,247,57.12,154.5,510,99.68,146.8,38.2,19.61,31.14,31.59,11.78,13.12,43.69,30.57,30.26,5.34,31.37,7.67,33.12,3.48,7.57,11.83,27.38,25.98,14.03
